origh;resph;mehodCount;uriCount;useragentCount;requestbodylen_Mean;responsebodylenMean;Ano;Mes;dia;diasemana;hora;minuto;RecordCount
192.168.202.87;192.168.201.2;1;1;1;19.000.000;47.181.000.000;2012;3;16;6;18;5;1
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;5;4
192.168.202.76;192.168.229.156;9;9;9;0.000000;3.555.333.333;2012;3;16;6;18;5;9
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;5;4
192.168.202.102;192.168.24.101;4123;4123;4123;0.000000;0.083434;2012;3;16;6;18;5;4123
192.168.202.103;192.168.24.101;2;2;2;29.000.000;853.000.000;2012;3;16;6;18;5;2
192.168.202.102;192.168.21.103;4;4;4;0.000000;1.150.000.000;2012;3;16;6;18;5;4
192.168.202.112;192.168.23.202;2;2;2;64.500.000;51.094.000.000;2012;3;16;6;18;5;2
192.168.202.79;192.168.229.101;507;507;507;1.268.245;210.629.191;2012;3;16;6;18;5;507
192.168.202.100;192.168.23.202;2;2;2;0.000000;2.502.000.000;2012;3;16;6;18;5;2
192.168.203.63;192.168.229.101;19771;19771;19771;0.000000;0.000000;2012;3;16;6;18;6;19771
192.168.202.79;192.168.229.101;314;314;314;0.089172;49.200.637;2012;3;16;6;18;6;314
192.168.202.100;192.168.23.202;6;6;6;16.666.667;4.633.500.000;2012;3;16;6;18;6;6
192.168.202.76;192.168.229.156;9;9;9;0.000000;3.545.333.333;2012;3;16;6;18;6;9
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;6;4
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;6;4
192.168.202.102;192.168.24.101;6503;6503;6503;0.000000;0.000000;2012;3;16;6;18;6;6503
192.168.202.102;192.168.21.103;2;2;2;0.000000;1.150.000.000;2012;3;16;6;18;6;2
192.168.202.102;192.168.229.101;1;1;1;0.000000;0.000000;2012;3;16;6;18;0;1
192.168.203.63;192.168.229.101;20621;20621;20621;0.000000;0.000000;2012;3;16;6;18;7;20621
192.168.202.79;192.168.229.101;288;288;288;0.194444;30.090.278;2012;3;16;6;18;7;288
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;7;4
192.168.202.76;192.168.229.156;10;10;10;0.000000;3.547.200.000;2012;3;16;6;18;7;10
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;7;4
192.168.202.102;192.168.24.101;4881;4881;4881;0.000000;0.000000;2012;3;16;6;18;7;4881
192.168.202.102;192.168.21.103;4;4;4;0.000000;1.150.000.000;2012;3;16;6;18;7;4
192.168.202.90;192.168.201.2;2;2;2;683.500.000;301.000.000;2012;3;16;6;18;7;2
192.168.202.122;192.168.24.101;7;7;7;8.714.286;1.343.000.000;2012;3;16;6;18;7;7
192.168.204.45;192.168.203.45;1;1;1;0.000000;0.000000;2012;3;16;6;18;4;1
192.168.202.102;192.168.229.101;1;1;1;0.000000;0.000000;2012;3;16;6;18;6;1
192.168.203.63;192.168.229.101;19216;19216;19216;0.000000;0.000000;2012;3;16;6;18;8;19216
192.168.202.79;192.168.229.101;640;640;640;0.117188;47.765.625;2012;3;16;6;18;8;640
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;8;4
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;8;4
192.168.202.102;192.168.24.101;6140;6140;6140;0.000000;0.000000;2012;3;16;6;18;8;6140
192.168.202.76;192.168.229.156;9;9;9;0.000000;3.545.444.444;2012;3;16;6;18;8;9
192.168.202.122;192.168.24.101;2;2;2;43.500.000;658.000.000;2012;3;16;6;18;8;2
192.168.202.102;192.168.21.103;2;2;2;0.000000;1.150.000.000;2012;3;16;6;18;8;2
192.168.202.102;192.168.23.202;1280;1280;1280;0.000000;481.234.375;2012;3;16;6;18;8;1280
192.168.28.100;192.168.202.82;2;2;2;74.500.000;14.500.000;2012;3;16;6;18;8;2
192.168.203.63;192.168.229.101;21315;21315;21315;0.000000;0.000000;2012;3;16;6;18;9;21315
192.168.202.102;192.168.23.202;439;439;439;0.000000;351.562.642;2012;3;16;6;18;9;439
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;9;4
192.168.202.76;192.168.229.156;10;10;10;0.000000;3.547.200.000;2012;3;16;6;18;9;10
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;9;4
192.168.202.102;192.168.24.101;7599;7599;7599;0.000000;0.000000;2012;3;16;6;18;9;7599
192.168.202.79;192.168.229.101;125;125;125;0.024000;235.664.000;2012;3;16;6;18;9;125
192.168.202.102;192.168.21.103;4;4;4;0.000000;1.150.000.000;2012;3;16;6;18;9;4
192.168.28.100;192.168.202.82;2;2;2;74.500.000;14.500.000;2012;3;16;6;18;9;2
192.168.203.63;192.168.229.101;20032;20032;20032;0.000000;0.000000;2012;3;16;6;18;10;20032
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;10;4
192.168.202.102;192.168.23.202;84;84;84;0.000000;367.785.714;2012;3;16;6;18;10;84
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;10;4
192.168.202.102;192.168.24.101;3443;3443;3443;22.227.708;0.138252;2012;3;16;6;18;10;3443
192.168.202.76;192.168.229.156;9;9;9;0.000000;3.545.444.444;2012;3;16;6;18;10;9
192.168.202.79;192.168.229.101;58;58;58;1.293.103;194.068.966;2012;3;16;6;18;10;58
192.168.203.64;192.168.229.101;5;5;5;7.400.000;376.200.000;2012;3;16;6;18;10;5
192.168.202.118;192.168.21.103;11;11;11;1.706.000.000;777.000.000;2012;3;16;6;18;10;11
192.168.202.102;192.168.21.103;2;2;2;0.000000;1.150.000.000;2012;3;16;6;18;10;2
192.168.202.90;192.168.201.2;2;2;2;385.500.000;23.625.500.000;2012;3;16;6;18;10;2
192.168.28.100;192.168.202.82;2;2;2;74.500.000;14.500.000;2012;3;16;6;18;10;2
192.168.203.63;192.168.229.101;21199;21199;21199;0.000000;0.000000;2012;3;16;6;18;11;21199
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;11;4
192.168.202.76;192.168.229.156;10;10;10;0.000000;3.547.200.000;2012;3;16;6;18;11;10
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;11;4
192.168.202.118;192.168.21.103;15;15;15;824.533.333;761.866.667;2012;3;16;6;18;11;15
192.168.202.103;192.168.24.101;1;1;1;37.000.000;856.000.000;2012;3;16;6;18;11;1
192.168.202.79;192.168.229.101;85;85;85;0.011765;243.576.471;2012;3;16;6;18;11;85
192.168.202.102;192.168.21.103;16;16;16;0.000000;2.145.062.500;2012;3;16;6;18;11;16
192.168.202.102;192.168.23.202;19;19;19;28.105.263;1.080.473.684;2012;3;16;6;18;11;19
192.168.25.100;192.168.202.82;1;1;1;99.000.000;0.000000;2012;3;16;6;18;11;1
192.168.203.63;192.168.229.101;20216;20216;20216;0.000000;0.000000;2012;3;16;6;18;12;20216
192.168.202.102;192.168.21.103;27;27;27;0.000000;2.109.111.111;2012;3;16;6;18;12;27
192.168.202.102;192.168.23.202;1;1;1;0.000000;286.000.000;2012;3;16;6;18;12;1
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;12;4
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;12;4
192.168.202.76;192.168.229.156;9;9;9;0.000000;3.545.444.444;2012;3;16;6;18;12;9
192.168.202.118;192.168.21.103;6;6;6;26.057.333.333;994.333.333;2012;3;16;6;18;12;6
192.168.202.100;192.168.23.202;12;12;12;0.000000;9.166.250.000;2012;3;16;6;18;12;12
192.168.202.103;192.168.23.101;6;6;6;6.166.667;2.886.000.000;2012;3;16;6;18;12;6
192.168.202.79;192.168.229.101;69;69;69;0.028986;216.695.652;2012;3;16;6;18;12;69
192.168.202.110;192.168.28.101;5;5;5;0.000000;526.000.000;2012;3;16;6;18;12;5
192.168.202.110;192.168.28.102;5;5;5;0.000000;410.200.000;2012;3;16;6;18;12;5
192.168.202.102;192.168.229.101;485;485;485;11.898.969;825.694.845;2012;3;16;6;18;12;485
192.168.203.64;192.168.23.101;6;6;6;0.000000;5.658.666.667;2012;3;16;6;18;12;6
192.168.203.63;192.168.229.101;20571;20571;20571;0.000000;0.000000;2012;3;16;6;18;13;20571
192.168.202.118;192.168.21.103;22;22;22;960.818.182;1.607.454.545;2012;3;16;6;18;13;22
192.168.202.100;192.168.229.101;8;8;8;8.125.000;2.308.000.000;2012;3;16;6;18;13;8
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;13;4
192.168.202.102;192.168.21.103;25;25;25;614.080.000;1.449.840.000;2012;3;16;6;18;13;25
192.168.202.76;192.168.229.156;10;10;10;0.000000;3.547.500.000;2012;3;16;6;18;13;10
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;13;4
192.168.202.102;192.168.229.101;1427;1427;1427;47.990.189;735.142.256;2012;3;16;6;18;13;1427
192.168.202.79;192.168.229.101;68;68;68;0.000000;201.411.765;2012;3;16;6;18;13;68
192.168.202.122;192.168.23.101;1;1;1;0.000000;802.000.000;2012;3;16;6;18;13;1
192.168.203.63;192.168.229.101;18857;18857;18857;0.000000;0.000000;2012;3;16;6;18;14;18857
192.168.202.122;192.168.23.101;6;6;6;22.666.667;837.333.333;2012;3;16;6;18;14;6
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;14;4
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;14;4
192.168.202.118;192.168.21.103;42;42;42;15.342.547.619;1.038.047.619;2012;3;16;6;18;14;42
192.168.26.254;192.168.202.78;75;75;75;29.306.667;343.653.333;2012;3;16;6;18;14;75
192.168.202.76;192.168.229.156;9;9;9;0.000000;3.545.888.889;2012;3;16;6;18;14;9
192.168.202.79;192.168.229.101;54;54;54;0.000000;197.296.296;2012;3;16;6;18;14;54
192.168.28.100;192.168.202.82;2;2;2;74.500.000;14.500.000;2012;3;16;6;18;14;2
192.168.202.122;192.168.24.101;1;1;1;0.000000;1.812.000.000;2012;3;16;6;18;14;1
192.168.203.63;192.168.229.101;20826;20826;20826;0.000000;0.000000;2012;3;16;6;18;15;20826
192.168.202.79;192.168.229.101;54;54;54;0.388889;223.037.037;2012;3;16;6;18;15;54
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;15;4
192.168.202.110;192.168.28.202;4;4;4;0.000000;1.096.500.000;2012;3;16;6;18;15;4
192.168.202.76;192.168.229.156;10;10;10;0.000000;3.547.600.000;2012;3;16;6;18;15;10
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;15;4
192.168.202.118;192.168.21.103;46;46;46;2.450.021.739;1.055.260.870;2012;3;16;6;18;15;46
192.168.202.122;192.168.24.101;6;6;6;18.000.000;1.520.666.667;2012;3;16;6;18;15;6
192.168.202.79;192.168.229.156;1;1;1;0.000000;602.000.000;2012;3;16;6;18;15;1
192.168.202.79;192.168.229.251;1;1;1;0.000000;1.433.000.000;2012;3;16;6;18;15;1
192.168.202.79;192.168.229.153;1;1;1;0.000000;326.000.000;2012;3;16;6;18;15;1
192.168.204.70;192.168.202.78;13;13;13;0.000000;2.008.461.538;2012;3;16;6;18;15;13
192.168.203.63;192.168.229.101;19534;19534;19534;0.000000;0.000000;2012;3;16;6;18;16;19534
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;16;4
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;16;4
192.168.202.118;192.168.21.103;796;796;796;359.428.392;1.132.388.191;2012;3;16;6;18;16;796
192.168.202.102;192.168.229.101;1;1;1;0.000000;0.000000;2012;3;16;6;18;9;1
192.168.202.76;192.168.229.156;9;9;9;0.000000;3.545.888.889;2012;3;16;6;18;16;9
192.168.202.102;192.168.21.103;19;19;19;1.892.105.263;1.162.000.000;2012;3;16;6;18;16;19
192.168.202.79;192.168.229.101;60;60;60;0.016667;211.300.000;2012;3;16;6;18;16;60
192.168.202.110;192.168.28.101;920;920;920;0.490217;245.033.696;2012;3;16;6;18;16;920
192.168.202.102;192.168.229.101;406;406;406;15.672.414;854.894.089;2012;3;16;6;18;16;406
192.168.203.63;192.168.229.101;21007;21007;21007;0.000000;0.000000;2012;3;16;6;18;17;21007
192.168.202.110;192.168.28.101;2371;2371;2371;1.093.631;319.743.990;2012;3;16;6;18;17;2371
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;17;4
192.168.202.79;192.168.229.101;56;56;56;0.035714;227.232.143;2012;3;16;6;18;17;56
192.168.202.76;192.168.229.156;10;10;10;0.000000;3.547.600.000;2012;3;16;6;18;17;10
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;17;4
192.168.202.102;192.168.21.103;1;1;1;1.846.000.000;1.162.000.000;2012;3;16;6;18;17;1
192.168.202.87;192.168.201.2;16;16;16;1.187.500;3.187.187.500;2012;3;16;6;18;17;16
192.168.202.102;192.168.229.101;676;676;676;0.000000;255.591.716;2012;3;16;6;18;17;676
192.168.203.64;192.168.229.101;1;1;1;28.000.000;837.000.000;2012;3;16;6;18;17;1
192.168.203.63;192.168.229.101;18517;18517;18517;0.000000;0.000000;2012;3;16;6;18;18;18517
192.168.202.102;192.168.229.101;3211;3211;3211;0.021489;251.111.803;2012;3;16;6;18;18;3211
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;18;4
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;18;4
192.168.202.76;192.168.229.101;9;9;9;4.222.222;2.073.888.889;2012;3;16;6;18;18;9
192.168.202.76;192.168.229.156;20;20;20;0.000000;3.009.150.000;2012;3;16;6;18;18;20
192.168.203.64;192.168.229.101;1;1;1;28.000.000;837.000.000;2012;3;16;6;18;18;1
192.168.202.79;192.168.229.101;63;63;63;0.063492;193.682.540;2012;3;16;6;18;18;63
192.168.202.79;192.168.229.156;14;14;14;0.000000;132.428.571;2012;3;16;6;18;18;14
192.168.202.79;192.168.229.251;14;14;14;0.000000;438.285.714;2012;3;16;6;18;18;14
192.168.202.79;192.168.229.153;4;4;4;0.000000;326.000.000;2012;3;16;6;18;18;4
192.168.203.64;192.168.23.101;3;3;3;18.333.333;835.666.667;2012;3;16;6;18;18;3
192.168.202.110;192.168.28.102;1709;1709;1709;0.527794;1.196.993.563;2012;3;16;6;18;18;1709
192.168.202.110;192.168.28.101;110;110;110;31.200.000;366.290.909;2012;3;16;6;18;18;110
192.168.203.63;192.168.229.101;20948;20948;20948;0.000000;0.000000;2012;3;16;6;18;19;20948
192.168.202.110;192.168.28.101;723;723;723;0.677732;345.506.224;2012;3;16;6;18;19;723
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;19;4
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;19;4
192.168.202.110;192.168.28.102;3733;3733;3733;1.389.231;2.090.260.113;2012;3;16;6;18;19;3733
192.168.202.76;192.168.229.156;9;9;9;0.000000;3.546.000.000;2012;3;16;6;18;19;9
192.168.202.102;192.168.21.103;31;31;31;714.580.645;1.162.000.000;2012;3;16;6;18;19;31
192.168.202.102;192.168.229.101;23;23;23;5.130.435;291.304.348;2012;3;16;6;18;19;23
192.168.202.118;192.168.23.103;14;14;14;64.857.143;637.785.714;2012;3;16;6;18;19;14
192.168.202.76;192.168.201.2;15;15;15;4.933.333;28.197.200.000;2012;3;16;6;18;19;15
192.168.203.63;192.168.229.101;19086;19086;19086;0.000000;0.000000;2012;3;16;6;18;20;19086
192.168.202.110;192.168.28.102;2323;2323;2323;3.343.091;1.763.349.978;2012;3;16;6;18;20;2323
192.168.202.118;192.168.23.103;37;37;37;382.945.946;1.161.783.784;2012;3;16;6;18;20;37
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;20;4
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;20;4
192.168.202.76;192.168.229.156;10;10;10;0.000000;3.547.600.000;2012;3;16;6;18;20;10
192.168.202.102;192.168.21.103;40;40;40;1.984.625.000;666.800.000;2012;3;16;6;18;20;40
192.168.202.76;192.168.201.2;16;16;16;4.000.000;10.804.375.000;2012;3;16;6;18;20;16
192.168.202.125;192.168.229.101;975;975;975;41.735.385;445.964.103;2012;3;16;6;18;20;975
192.168.204.45;192.168.202.78;4;4;4;0.000000;10.045.500.000;2012;3;16;6;18;20;4
192.168.203.64;192.168.201.2;12;12;12;0.000000;34.832.916.667;2012;3;16;6;18;20;12
192.168.203.63;192.168.229.101;19813;19813;19813;0.000000;0.000000;2012;3;16;6;18;21;19813
192.168.202.102;192.168.21.103;33;33;33;1.692.969.697;622.818.182;2012;3;16;6;18;21;33
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;21;4
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;21;4
192.168.202.118;192.168.23.103;84;84;84;252.059.524;989.178.571;2012;3;16;6;18;21;84
192.168.202.125;192.168.229.101;605;605;605;3.786.777;515.104.132;2012;3;16;6;18;21;605
192.168.202.76;192.168.229.156;8;8;8;0.000000;3.553.375.000;2012;3;16;6;18;21;8
192.168.203.64;192.168.201.2;9;9;9;7.555.556;12.427.333.333;2012;3;16;6;18;21;9
192.168.202.79;192.168.229.101;2;2;2;0.000000;520.000.000;2012;3;16;6;18;21;2
192.168.203.63;192.168.229.101;19313;19313;19313;0.000000;0.000000;2012;3;16;6;18;22;19313
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;22;4
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;22;4
192.168.202.76;192.168.229.156;10;10;10;0.000000;3.547.600.000;2012;3;16;6;18;22;10
192.168.202.118;192.168.23.103;57;57;57;4.368.333.333;924.175.439;2012;3;16;6;18;22;57
192.168.202.125;192.168.229.101;138;138;138;19.586.957;178.507.246;2012;3;16;6;18;22;138
192.168.203.64;192.168.201.2;8;8;8;6.125.000;13.869.375.000;2012;3;16;6;18;22;8
192.168.202.96;192.168.24.103;1;1;1;0.000000;131.000.000;2012;3;16;6;18;22;1
192.168.203.63;192.168.229.101;20573;20573;20573;0.000000;0.000000;2012;3;16;6;18;23;20573
192.168.202.125;192.168.229.101;144;144;144;63.993.056;226.430.556;2012;3;16;6;18;23;144
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;23;4
192.168.202.118;192.168.23.103;913;913;913;1.078.249.726;1.097.594.743;2012;3;16;6;18;23;913
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;23;4
192.168.202.76;192.168.229.156;9;9;9;0.000000;3.545.888.889;2012;3;16;6;18;23;9
192.168.202.96;192.168.24.103;15;15;15;2.980.266.667;863.733.333;2012;3;16;6;18;23;15
192.168.203.64;192.168.202.78;27;27;27;0.000000;883.481.481;2012;3;16;6;18;23;27
192.168.28.100;192.168.202.82;2;2;2;74.500.000;14.500.000;2012;3;16;6;18;23;2
192.168.202.76;192.168.201.2;1;1;1;651.000.000;301.000.000;2012;3;16;6;18;23;1
192.168.203.63;192.168.229.101;19396;19396;19396;0.000000;0.000000;2012;3;16;6;18;24;19396
192.168.202.118;192.168.23.103;1373;1373;1373;373.667.152;1.076.142.025;2012;3;16;6;18;24;1373
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;24;4
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;24;4
192.168.202.76;192.168.229.156;10;10;10;0.000000;3.547.600.000;2012;3;16;6;18;24;10
192.168.202.96;192.168.24.103;61;61;61;586.114.754;1.051.213.115;2012;3;16;6;18;24;61
192.168.202.112;192.168.23.103;5;5;5;0.000000;3.684.000.000;2012;3;16;6;18;24;5
192.168.202.125;192.168.229.101;69;69;69;6.971.014;262.492.754;2012;3;16;6;18;24;69
192.168.203.64;192.168.201.2;2;2;2;0.000000;1.840.000.000;2012;3;16;6;18;24;2
192.168.28.100;192.168.202.82;2;2;2;74.500.000;14.500.000;2012;3;16;6;18;24;2
192.168.203.63;192.168.229.101;20125;20125;20125;0.000000;0.000000;2012;3;16;6;18;25;20125
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;25;4
192.168.202.118;192.168.23.103;2;2;2;28.502.500.000;1.167.000.000;2012;3;16;6;18;25;2
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;25;4
192.168.202.96;192.168.24.103;47;47;47;6.410.234.043;670.893.617;2012;3;16;6;18;25;47
192.168.202.76;192.168.229.156;9;9;9;0.000000;3.545.888.889;2012;3;16;6;18;25;9
192.168.202.125;192.168.229.101;19;19;19;16.157.895;284.157.895;2012;3;16;6;18;25;19
192.168.203.63;192.168.23.101;6;6;6;0.000000;5.658.666.667;2012;3;16;6;18;25;6
192.168.28.100;192.168.202.82;2;2;2;74.500.000;14.500.000;2012;3;16;6;18;25;2
192.168.203.63;192.168.229.101;19605;19605;19605;0.000000;0.000000;2012;3;16;6;18;26;19605
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;26;4
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;26;4
192.168.202.76;192.168.229.156;10;10;10;0.000000;3.547.700.000;2012;3;16;6;18;26;10
192.168.202.96;192.168.24.103;58;58;58;1.109.913.793;635.241.379;2012;3;16;6;18;26;58
192.168.202.110;192.168.21.103;4;4;4;0.000000;85.000.000;2012;3;16;6;18;26;4
192.168.202.76;192.168.201.2;3;3;3;481.666.667;17.014.333.333;2012;3;16;6;18;26;3
192.168.202.110;192.168.22.102;4;4;4;0.000000;177.000.000;2012;3;16;6;18;26;4
192.168.203.63;192.168.229.101;20611;20611;20611;0.000000;0.000000;2012;3;16;6;18;27;20611
192.168.202.96;192.168.24.103;701;701;701;1.197.071.327;647.360.913;2012;3;16;6;18;27;701
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;27;4
192.168.202.118;192.168.25.103;9;9;9;97.555.556;1.028.333.333;2012;3;16;6;18;27;9
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;27;4
192.168.202.76;192.168.229.156;9;9;9;0.000000;3.545.888.889;2012;3;16;6;18;27;9
192.168.202.110;192.168.21.102;5;5;5;0.000000;3.147.000.000;2012;3;16;6;18;27;5
192.168.203.63;192.168.23.101;4;4;4;0.000000;131.500.000;2012;3;16;6;18;27;4
192.168.202.112;192.168.201.2;14;14;14;2.071.429;30.190.428.571;2012;3;16;6;18;27;14
192.168.202.110;192.168.21.152;4;4;4;0.000000;0.000000;2012;3;16;6;18;27;4
192.168.202.110;192.168.22.102;176;176;176;5.125.000;1.794.778.409;2012;3;16;6;18;27;176
192.168.202.110;192.168.22.152;3;3;3;0.000000;0.000000;2012;3;16;6;18;27;3
192.168.202.110;192.168.21.103;1;1;1;0.000000;39.000.000;2012;3;16;6;18;27;1
192.168.203.63;192.168.229.101;20210;20210;20210;0.000000;0.000000;2012;3;16;6;18;28;20210
192.168.202.110;192.168.22.102;1184;1184;1184;1.530.405;1.715.178.209;2012;3;16;6;18;28;1184
192.168.202.96;192.168.24.103;1867;1867;1867;214.092.126;988.987.145;2012;3;16;6;18;28;1867
192.168.202.118;192.168.25.103;8;8;8;23.160.750.000;659.125.000;2012;3;16;6;18;28;8
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;28;4
192.168.202.110;192.168.22.152;1;1;1;0.000000;0.000000;2012;3;16;6;18;28;1
192.168.202.76;192.168.229.156;10;10;10;0.000000;3.547.600.000;2012;3;16;6;18;28;10
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;28;4
192.168.203.63;192.168.23.101;14;14;14;0.000000;2.561.142.857;2012;3;16;6;18;28;14
192.168.202.112;192.168.201.2;19;19;19;7.578.947;12.172.947.368;2012;3;16;6;18;28;19
192.168.202.110;192.168.21.103;266;266;266;4.135.338;1.232.255.639;2012;3;16;6;18;28;266
192.168.203.63;192.168.229.101;20707;20707;20707;0.000000;0.000000;2012;3;16;6;18;29;20707
192.168.202.110;192.168.21.103;409;409;409;0.628362;933.290.954;2012;3;16;6;18;29;409
192.168.202.110;192.168.21.152;86;86;86;5.244.186;776.197.674;2012;3;16;6;18;29;86
192.168.202.110;192.168.21.102;7;7;7;0.000000;2.697.428.571;2012;3;16;6;18;29;7
192.168.202.118;192.168.25.103;28;28;28;225.285.714;1.241.714.286;2012;3;16;6;18;29;28
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;29;4
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;29;4
192.168.202.110;192.168.21.203;5;5;5;0.000000;177.000.000;2012;3;16;6;18;29;5
192.168.202.110;192.168.22.202;4;4;4;0.000000;1.097.000.000;2012;3;16;6;18;29;4
192.168.202.76;192.168.229.156;9;9;9;0.000000;3.545.888.889;2012;3;16;6;18;29;9
192.168.202.110;192.168.22.152;53;53;53;8.509.434;585.886.792;2012;3;16;6;18;29;53
192.168.202.112;192.168.23.103;1;1;1;0.000000;728.000.000;2012;3;16;6;18;28;1
192.168.202.96;192.168.24.103;4;4;4;42.753.750.000;264.250.000;2012;3;16;6;18;29;4
192.168.202.110;192.168.22.203;4;4;4;0.000000;177.000.000;2012;3;16;6;18;29;4
192.168.28.100;192.168.202.82;2;2;2;74.500.000;14.500.000;2012;3;16;6;18;29;2
192.168.203.63;192.168.229.101;19113;19113;19113;0.000000;0.000000;2012;3;16;6;18;30;19113
192.168.202.110;192.168.21.203;215;215;215;5.116.279;255.483.721;2012;3;16;6;18;30;215
192.168.202.118;192.168.25.103;68;68;68;10.230.955.882;1.065.514.706;2012;3;16;6;18;30;68
192.168.202.110;192.168.22.202;684;684;684;1.983.918;499.230.994;2012;3;16;6;18;30;684
192.168.202.103;192.168.25.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;30;4
192.168.202.110;192.168.21.152;315;315;315;2.060.317;1.228.361.905;2012;3;16;6;18;30;315
192.168.202.103;192.168.22.202;4;4;4;0.000000;55.000.000;2012;3;16;6;18;30;4
192.168.202.76;192.168.229.156;10;10;10;0.000000;3.547.600.000;2012;3;16;6;18;30;10
192.168.202.110;192.168.22.152;380;380;380;2.278.947;1.151.928.947;2012;3;16;6;18;30;380
192.168.202.110;192.168.22.102;295;295;295;3.057.627;1.631.932.203;2012;3;16;6;18;30;295
192.168.202.110;192.168.22.203;684;684;684;1.983.918;267.519.006;2012;3;16;6;18;30;684
192.168.202.110;192.168.21.103;7;7;7;0.000000;869.285.714;2012;3;16;6;18;30;7
192.168.202.110;192.168.21.253;8;8;8;0.000000;2.462.000.000;2012;3;16;6;18;30;8
192.168.202.110;192.168.22.253;4;4;4;0.000000;3.926.000.000;2012;3;16;6;18;30;4
192.168.202.110;192.168.229.156;12;12;12;0.000000;662.500.000;2012;3;16;6;18;30;12
